gebaeude_id,region,gebaeudetyp,wohnflaeche_m2,baujahr,renovierungsjahr,anzahl_personen,isolationsstandard,fenster_typ,heizungsart,avg_innentemp_c,heizgradtage,warmwasseranteil,lueftungsanlage,eta_heizung,pv_kwp,smart_meter,jahresenergieverbrauch_kwh,verbrauch_kwh_pro_m2,effizienzklasse
1920,west,mehrfamilienhaus,320.6,1974,,4,1,dreifach,pellet,23.1,3813,0.174,1,0.85,0.0,0,28630,89.31,B
1921,ost,halle,224.0,2021,,2,4,alt,gas,17.6,3179,0.168,0,,0.0,0,21630,96.57,B
1922,ost,einfamilienhaus,148.5,2015,2025.0,3,3,dreifach,pellet,21.0,3303,0.18,0,0.88,4.77,1,9716,65.44,B
1923,nord,einfamilienhaus,88.0,1973,2011.0,2,1,alt,gas,20.0,3042,0.149,0,0.78,5.37,0,11131,126.53,C
1924,nord,buero,197.5,1986,,4,2,zweifach,gas,21.5,3291,0.213,0,0.83,5.65,0,20476,103.65,C
1925,nord,buero,179.5,2009,2013.0,2,3,zweifach,pellet,19.1,3321,0.179,0,0.86,9.43,1,14304,79.69,B
1926,west,mehrfamilienhaus,165.1,1966,1966.0,2,2,zweifach,fernwaerme,20.3,3317,0.277,0,0.89,0.0,1,14889,90.18,B
1927,nord,buero,253.7,1951,1990.0,6,1,zweifach,gas,21.8,3333,0.158,0,0.86,4.98,1,28117,110.81,C
1928,west,einfamilienhaus,225.3,1971,,2,3,alt,fernwaerme,20.4,3223,0.174,1,0.84,0.0,0,26214,116.37,C
1929,ost,mehrfamilienhaus,89.3,1994,2024.0,3,3,zweifach,gas,18.5,3210,0.158,1,0.85,0.0,0,5017,56.21,B
1930,sued,einfamilienhaus,180.0,1960,1961.0,5,1,zweifach,waermepumpe,,2844,0.273,0,3.92,0.0,1,14633,81.31,B
1931,west,einfamilienhaus,98.9,1975,2010.0,3,1,alt,gas,18.9,2958,0.108,0,0.84,0.0,0,13085,132.36,C
1932,west,einfamilienhaus,142.2,2018,2025.0,2,3,zweifach,fernwaerme,20.6,2866,0.185,0,1.01,12.92,1,11147,78.36,B
1933,nord,einfamilienhaus,95.7,1955,1963.0,1,1,dreifach,gas,21.2,3729,0.196,0,0.85,4.64,1,9278,96.97,B
1934,west,einfamilienhaus,97.2,1953,,1,1,zweifach,waermepumpe,,2994,0.124,1,,5.67,1,7701,79.25,B
1935,ost,mehrfamilienhaus,208.6,1981,1992.0,2,2,alt,pellet,23.5,3215,0.312,1,0.81,0.0,0,17392,83.37,B
1936,west,buero,199.2,1950,,2,3,zweifach,waermepumpe,21.4,3045,0.133,0,3.38,0.0,1,11855,59.5,B
1937,nord,einfamilienhaus,173.9,1952,1975.0,4,1,dreifach,gas,20.3,3722,0.182,0,0.82,1.33,1,20960,120.52,C
1938,sued,einfamilienhaus,136.7,1963,1980.0,3,1,dreifach,gas,21.2,2254,0.264,1,0.92,0.0,1,13149,96.16,B
1939,sued,einfamilienhaus,92.7,1957,1959.0,1,1,alt,gas,20.8,3056,0.161,0,0.8,0.0,1,11677,126.0,C
1940,west,einfamilienhaus,142.5,2010,2020.0,3,4,alt,waermepumpe,20.6,2661,0.187,0,2.47,6.9,1,6430,45.11,A
1941,west,einfamilienhaus,199.7,1959,,4,2,dreifach,gas,20.8,3237,0.163,0,0.83,3.57,1,17876,89.54,B
1942,ost,mehrfamilienhaus,197.6,1989,2023.0,5,3,zweifach,fernwaerme,20.0,3049,0.177,0,0.86,0.0,1,9804,49.62,A
1943,west,schule,317.4,2002,2006.0,6,2,zweifach,gas,21.2,2583,0.234,0,0.83,0.0,1,33736,106.28,C
1944,ost,mehrfamilienhaus,296.1,1996,,6,3,alt,pellet,19.9,3218,0.159,1,0.89,6.29,1,23493,79.33,B
1945,nord,mehrfamilienhaus,177.0,1999,,4,2,dreifach,fernwaerme,18.2,3428,0.05,0,0.89,0.0,1,15187,85.78,B
1946,nord,mehrfamilienhaus,141.9,1976,2014.0,4,2,alt,fernwaerme,21.9,3269,0.178,0,0.97,7.49,1,13760,96.99,B
1947,nord,einfamilienhaus,121.9,2016,,1,3,dreifach,waermepumpe,19.8,3313,0.183,0,3.38,0.0,1,8750,71.77,B
1948,nord,einfamilienhaus,86.6,1955,,1,2,zweifach,pellet,20.7,3407,0.19,0,0.86,0.0,0,9098,105.02,C
1949,sued,einfamilienhaus,103.5,1958,,2,1,zweifach,fernwaerme,19.6,3362,0.171,1,0.96,5.92,1,11218,108.34,C
1950,nord,einfamilienhaus,199.8,2014,2025.0,3,2,zweifach,waermepumpe,19.6,3240,0.137,1,2.97,10.2,1,15769,78.93,B
1951,sued,buero,232.4,1955,1992.0,4,1,dreifach,fernwaerme,19.3,3305,0.168,1,,0.0,1,24061,103.53,C
1952,nord,mehrfamilienhaus,154.8,1964,1967.0,3,1,dreifach,oel,21.6,3337,0.268,0,0.88,0.0,0,18132,117.14,C
1953,sued,einfamilienhaus,471.9,1962,1993.0,8,1,zweifach,gas,21.9,3404,0.178,1,0.87,0.0,0,54636,115.79,C
1954,ost,einfamilienhaus,104.0,1952,,2,2,dreifach,waermepumpe,20.5,3018,0.213,0,2.54,0.0,0,4900,47.12,A
1955,ost,einfamilienhaus,83.1,1958,1990.0,1,1,zweifach,waermepumpe,19.9,2867,0.128,0,3.22,,1,5705,68.65,B
1956,sued,schule,467.8,1992,,8,2,zweifach,gas,18.9,2566,0.165,0,0.86,0.0,1,37550,80.26,B
1957,west,einfamilienhaus,90.8,1999,2025.0,2,3,zweifach,gas,21.5,3088,0.13,1,0.86,0.0,1,5800,63.9,B
1958,west,mehrfamilienhaus,153.8,1956,,1,2,dreifach,waermepumpe,19.7,2822,0.245,0,2.42,8.88,1,5463,35.51,A
1959,ost,einfamilienhaus,126.4,2020,,2,3,zweifach,gas,19.2,3592,0.102,0,0.76,7.92,0,11187,88.47,B
1960,west,einfamilienhaus,206.5,1957,1990.0,1,2,dreifach,waermepumpe,20.5,2795,0.199,1,3.27,0.0,1,15457,74.83,B
1961,sued,einfamilienhaus,148.7,2001,,3,3,alt,waermepumpe,20.1,2708,0.197,0,3.48,3.24,1,12591,84.7,B
1962,west,schule,232.7,2010,2025.0,4,3,dreifach,gas,19.1,3303,0.194,1,0.95,7.13,1,15536,66.75,B
1963,nord,einfamilienhaus,256.1,1989,2007.0,4,2,alt,gas,18.8,3765,0.063,0,0.94,2.57,0,33206,129.64,C
1964,nord,mehrfamilienhaus,86.3,1986,2003.0,3,1,zweifach,gas,20.9,3606,0.079,0,0.88,0.0,0,11665,135.21,C
1965,nord,einfamilienhaus,120.2,1958,,1,2,zweifach,gas,19.7,3721,0.186,0,0.82,0.0,1,14625,121.71,C
1966,west,mehrfamilienhaus,241.9,1968,1977.0,5,1,zweifach,fernwaerme,21.1,3072,0.134,0,0.94,0.0,0,23937,98.94,B
1967,nord,mehrfamilienhaus,279.9,2013,2017.0,7,2,dreifach,waermepumpe,20.7,3327,0.148,0,3.62,0.0,1,17966,64.19,B
1968,nord,mehrfamilienhaus,189.9,1976,,4,2,zweifach,waermepumpe,21.8,4054,0.159,1,2.62,0.0,1,16203,85.34,B
1969,sued,einfamilienhaus,213.5,1952,1984.0,4,1,alt,gas,19.5,3542,0.127,0,0.83,0.0,1,37821,177.13,C
1970,west,einfamilienhaus,327.0,2004,2010.0,4,2,dreifach,waermepumpe,20.8,3350,0.119,0,2.78,0.0,0,22996,70.33,B
1971,sued,buero,149.5,2001,2014.0,1,3,dreifach,gas,21.3,3337,0.18,0,0.81,0.0,0,10486,70.14,B
1972,sued,mehrfamilienhaus,188.9,1954,1980.0,3,2,zweifach,waermepumpe,19.7,3250,0.085,0,4.0,0.0,1,10841,57.38,B
1973,nord,einfamilienhaus,296.3,1953,1972.0,4,1,dreifach,gas,21.9,2928,0.155,0,0.91,0.0,1,25376,85.65,B
1974,west,einfamilienhaus,305.0,1958,1982.0,4,1,zweifach,fernwaerme,18.5,3086,0.147,0,0.89,0.0,0,32666,107.1,C
1975,nord,einfamilienhaus,168.1,1953,1974.0,2,1,dreifach,fernwaerme,19.5,3874,0.179,0,0.9,0.0,0,19179,114.09,C
1976,ost,einfamilienhaus,121.9,1996,,2,3,dreifach,gas,18.5,3352,0.299,0,0.9,0.0,1,8850,72.63,B
1977,ost,einfamilienhaus,167.3,1959,1994.0,3,1,zweifach,pellet,19.6,3078,0.131,0,0.9,0.0,0,18668,111.61,C
1978,nord,einfamilienhaus,174.6,1995,2012.0,1,1,alt,gas,20.3,3878,0.2,0,0.97,7.02,0,23431,134.21,C
1979,sued,einfamilienhaus,119.9,1963,1980.0,1,1,dreifach,gas,21.5,3079,0.191,0,0.84,5.41,1,8980,74.9,B
1980,sued,mehrfamilienhaus,127.8,2022,2025.0,2,3,dreifach,fernwaerme,,3214,0.208,1,0.9,6.14,0,5033,39.37,A
1981,nord,schule,305.2,2004,,5,3,zweifach,fernwaerme,20.2,3481,0.169,0,0.93,0.0,0,29411,96.37,B
1982,nord,mehrfamilienhaus,218.0,1978,2011.0,6,2,zweifach,gas,18.6,3539,0.252,0,0.91,10.64,0,21068,96.62,B
1983,nord,mehrfamilienhaus,154.2,1982,,3,2,zweifach,gas,19.0,3564,0.214,0,0.86,0.0,0,15287,99.16,B
1984,nord,buero,106.8,1954,1981.0,1,2,dreifach,gas,20.9,3805,0.215,0,0.94,4.39,0,8110,75.96,B
1985,west,einfamilienhaus,128.5,1954,1970.0,3,1,zweifach,waermepumpe,21.6,3600,0.109,0,2.92,,0,12032,93.62,B
1986,sued,mehrfamilienhaus,80.4,1990,,2,2,alt,fernwaerme,20.0,2792,0.185,0,0.99,0.0,0,7170,89.2,B
1987,nord,einfamilienhaus,192.1,1951,1979.0,3,1,alt,gas,22.0,3474,0.155,1,0.85,3.63,1,24800,129.08,C
1988,nord,einfamilienhaus,125.4,1997,2018.0,1,3,zweifach,oel,19.4,3795,0.137,1,0.84,0.02,0,12563,100.18,C
1989,west,mehrfamilienhaus,199.0,1978,2015.0,5,1,dreifach,waermepumpe,20.0,3054,0.149,0,3.1,11.05,1,16170,81.24,B
1990,west,einfamilienhaus,240.8,1960,1995.0,3,1,zweifach,waermepumpe,20.1,2642,0.177,0,,0.0,1,19930,82.77,B
1991,west,mehrfamilienhaus,200.4,1990,1996.0,4,1,zweifach,gas,22.3,2782,0.203,1,0.92,4.94,1,14459,72.16,B
1992,nord,mehrfamilienhaus,145.7,1991,2000.0,3,2,zweifach,fernwaerme,20.7,3056,0.229,1,1.07,0.0,0,14880,102.1,C
1993,sued,einfamilienhaus,117.2,2005,,3,3,alt,gas,18.3,2790,0.227,0,0.87,5.39,0,13187,112.5,C
1994,nord,einfamilienhaus,100.1,1964,,4,1,alt,gas,21.6,3089,0.195,1,0.82,15.38,1,13532,135.16,C
1995,west,mehrfamilienhaus,291.4,1991,,6,2,zweifach,waermepumpe,22.7,3460,0.183,0,3.46,4.91,0,22886,78.54,B
1996,ost,mehrfamilienhaus,196.4,2013,,3,3,zweifach,waermepumpe,20.2,3003,0.164,0,3.01,7.48,1,9808,49.93,A
1997,sued,buero,149.5,1970,,4,1,zweifach,gas,19.4,3391,0.168,0,0.89,0.0,1,15976,106.9,C
1998,nord,einfamilienhaus,226.3,2012,2017.0,3,3,dreifach,waermepumpe,21.5,2954,0.141,0,3.88,0.0,0,15243,67.35,B
1999,west,buero,269.8,2004,2007.0,5,3,zweifach,waermepumpe,22.9,2976,0.159,1,3.53,0.0,0,22265,82.51,B
2000,nord,einfamilienhaus,126.6,1982,,1,2,alt,waermepumpe,21.5,3386,0.198,0,3.42,0.0,1,11398,90.06,B
2001,west,einfamilienhaus,193.8,2016,2025.0,2,3,alt,waermepumpe,18.6,3384,0.257,0,4.13,6.04,1,9859,50.89,B
2002,nord,mehrfamilienhaus,195.5,2022,2025.0,3,4,zweifach,fernwaerme,21.4,3750,0.173,0,0.97,0.0,1,12812,65.53,B
2003,west,einfamilienhaus,320.4,1967,,6,1,alt,pellet,21.0,2912,0.14,0,0.79,0.0,1,37872,118.2,C
2004,nord,einfamilienhaus,148.5,2023,2025.0,1,2,dreifach,gas,19.4,3698,0.228,0,0.81,0.0,0,11773,79.27,B
2005,sued,einfamilienhaus,115.4,1950,,3,1,dreifach,fernwaerme,22.0,2361,,1,0.96,0.0,0,8313,72.05,B
2006,west,buero,203.5,1959,1962.0,2,2,dreifach,gas,21.0,3405,0.232,0,0.93,11.89,1,17084,83.97,B
2007,ost,schule,234.9,1953,1978.0,5,2,zweifach,waermepumpe,22.5,2631,0.108,1,3.6,0.0,0,15979,68.03,B
2008,nord,halle,186.6,1977,,3,1,dreifach,gas,17.2,3506,0.213,0,0.86,0.0,1,23194,124.28,C
2009,ost,einfamilienhaus,330.7,2020,,4,1,zweifach,oel,21.0,3495,0.156,0,0.8,0.0,0,44413,134.31,C
2010,ost,einfamilienhaus,148.3,1995,2025.0,3,2,dreifach,waermepumpe,19.4,3411,0.196,1,3.06,10.35,1,5352,36.08,A
2011,sued,buero,188.7,1996,,2,2,zweifach,gas,20.8,2376,0.284,0,0.95,6.53,1,15316,81.15,B
2012,nord,einfamilienhaus,89.1,1956,1967.0,3,1,zweifach,gas,22.3,3193,0.138,0,0.97,0.0,0,9701,108.83,C
2013,nord,einfamilienhaus,112.6,1988,1998.0,2,2,zweifach,gas,18.8,3601,0.13,0,0.91,0.0,1,11282,100.2,C
2014,ost,einfamilienhaus,126.9,1978,,2,1,zweifach,waermepumpe,18.9,3341,0.184,0,3.67,7.68,1,10832,85.35,B
2015,ost,mehrfamilienhaus,159.4,1985,1996.0,3,2,zweifach,gas,21.6,3197,0.256,0,0.88,1.88,1,14618,91.71,B
2016,nord,mehrfamilienhaus,95.2,1969,1978.0,1,2,zweifach,oel,20.5,2579,0.189,1,0.92,0.0,0,7951,83.5,B
2017,sued,einfamilienhaus,224.9,1965,,2,2,alt,fernwaerme,21.9,3369,0.182,0,0.9,7.63,0,27504,122.3,C
2018,nord,einfamilienhaus,122.0,2021,2025.0,3,3,dreifach,pellet,19.5,3832,0.188,0,0.83,8.61,1,9104,74.63,B
2019,west,mehrfamilienhaus,431.1,1991,1997.0,6,2,zweifach,waermepumpe,20.6,3157,,0,3.19,0.0,0,27590,64.01,B
2020,west,mehrfamilienhaus,123.9,1980,2009.0,1,2,alt,gas,21.3,3180,0.189,0,0.84,7.96,1,7257,58.58,B
2021,ost,einfamilienhaus,180.0,1955,,4,1,alt,waermepumpe,20.8,3276,0.16,1,4.05,10.4,0,20020,111.21,C
2022,west,einfamilienhaus,170.0,2007,,3,3,zweifach,waermepumpe,18.4,3611,0.246,0,3.25,0.0,1,15683,92.25,B
2023,sued,halle,108.5,1985,2013.0,1,2,dreifach,waermepumpe,21.9,3038,0.22,0,2.98,7.9,1,6416,59.14,B
2024,sued,mehrfamilienhaus,159.7,1979,1987.0,2,2,zweifach,fernwaerme,20.8,2883,0.114,0,0.85,4.17,0,13471,84.37,B
2025,ost,mehrfamilienhaus,158.8,2000,,2,2,dreifach,gas,18.9,3234,0.166,0,0.89,0.0,0,10724,67.54,B
2026,sued,mehrfamilienhaus,256.2,1959,1960.0,6,1,dreifach,waermepumpe,20.9,2946,0.206,0,2.92,0.0,0,16940,66.11,B
2027,nord,halle,206.9,1989,2012.0,5,1,zweifach,fernwaerme,19.0,3350,0.131,0,0.93,0.0,1,23810,115.07,C
2028,sued,einfamilienhaus,223.4,2014,,3,2,dreifach,gas,21.7,2332,0.126,1,0.87,0.0,0,17585,78.72,B
2029,nord,einfamilienhaus,253.7,1984,1998.0,5,2,zweifach,gas,21.6,3533,0.157,0,0.83,0.0,1,26185,103.22,C
2030,ost,einfamilienhaus,225.0,1950,1977.0,2,1,dreifach,gas,20.2,3510,0.197,1,0.83,0.0,1,29228,129.88,C
2031,sued,buero,193.0,1967,1982.0,2,1,zweifach,fernwaerme,18.4,3307,0.232,1,0.85,0.0,0,19727,102.2,C
2032,nord,einfamilienhaus,126.4,1954,1980.0,2,1,dreifach,gas,,3683,0.192,1,0.92,,1,14798,117.07,C
2033,nord,einfamilienhaus,187.5,1987,1995.0,4,1,dreifach,fernwaerme,,3331,0.303,1,0.89,0.74,0,17934,95.64,B
2034,west,einfamilienhaus,116.2,1977,1999.0,2,1,zweifach,waermepumpe,22.0,3151,0.146,1,2.51,0.0,0,12530,107.86,C
2035,ost,mehrfamilienhaus,165.1,1959,1989.0,3,1,dreifach,gas,19.6,3517,0.217,0,0.84,5.59,1,17613,106.68,C
2036,nord,mehrfamilienhaus,155.6,2001,2025.0,3,4,zweifach,gas,21.3,3654,0.125,0,0.83,5.26,0,9395,60.37,B
2037,ost,einfamilienhaus,160.0,1963,1977.0,2,2,dreifach,gas,19.7,3620,0.261,0,0.87,0.0,0,16056,100.32,C
2038,west,einfamilienhaus,95.6,1975,1993.0,1,1,dreifach,gas,19.9,2865,0.248,0,0.93,6.36,1,9256,96.79,B
2039,sued,buero,49.0,2024,2025.0,1,3,zweifach,waermepumpe,19.5,2712,0.216,0,3.15,4.93,1,2405,49.11,A
2040,sued,einfamilienhaus,143.1,1954,,3,1,zweifach,fernwaerme,21.4,2834,0.093,0,0.97,10.32,1,11663,81.5,B
2041,west,mehrfamilienhaus,280.9,1968,,5,1,zweifach,waermepumpe,19.8,2770,0.215,0,2.57,0.0,0,22520,80.18,B
2042,sued,einfamilienhaus,178.8,1973,1998.0,3,1,dreifach,pellet,21.4,2487,0.139,0,0.94,0.0,1,12555,70.21,B
2043,west,schule,271.5,1988,2020.0,3,2,dreifach,gas,20.2,3264,0.203,1,0.82,0.0,0,23352,86.02,B
2044,sued,einfamilienhaus,116.5,1968,1971.0,1,1,zweifach,waermepumpe,20.2,3090,0.107,0,2.65,0.0,0,9549,81.96,B
2045,west,mehrfamilienhaus,140.0,2022,2025.0,3,3,zweifach,oel,20.5,3186,0.193,0,0.76,0.0,0,11531,82.36,B
2046,sued,einfamilienhaus,443.6,1950,,8,1,alt,fernwaerme,20.7,3074,0.162,0,0.98,0.0,1,51272,115.58,C
2047,ost,einfamilienhaus,119.6,2021,2025.0,2,3,zweifach,gas,19.4,2588,0.141,0,0.88,0.0,1,6917,57.85,B
2048,nord,mehrfamilienhaus,221.4,1990,,3,2,zweifach,gas,21.3,3182,0.21,0,0.93,5.21,0,17537,79.2,B
2049,nord,mehrfamilienhaus,221.3,1952,1987.0,4,1,dreifach,waermepumpe,20.2,3247,0.177,0,2.66,0.0,0,15906,71.89,B
2050,sued,buero,210.4,1958,1984.0,2,1,zweifach,fernwaerme,21.2,2967,0.17,1,1.05,8.02,1,15648,74.38,B
2051,west,mehrfamilienhaus,222.7,1957,1990.0,5,1,alt,gas,20.5,2589,0.217,1,0.8,0.0,0,21628,97.12,B
2052,west,mehrfamilienhaus,118.8,1971,1978.0,2,2,zweifach,gas,21.2,2775,0.275,0,0.94,2.26,0,10549,88.78,B
2053,west,buero,146.2,1974,,2,1,alt,fernwaerme,20.0,2947,0.194,0,,0.0,1,18373,125.71,C
2054,sued,einfamilienhaus,53.3,1998,,1,1,zweifach,waermepumpe,19.6,3320,0.09,1,3.12,0.0,0,3556,66.7,B
2055,west,schule,325.4,1973,2007.0,5,2,zweifach,fernwaerme,21.4,3192,0.102,0,0.88,0.0,0,29914,91.92,B
2056,sued,einfamilienhaus,222.1,2004,,5,2,zweifach,gas,19.9,3308,0.183,0,0.95,0.0,1,28208,127.01,C
2057,ost,einfamilienhaus,127.0,1972,2005.0,2,3,alt,gas,22.3,3057,0.231,0,0.93,0.0,0,12750,100.42,C
2058,sued,buero,117.1,1969,,2,1,dreifach,waermepumpe,20.6,2950,0.187,0,3.35,0.0,1,8874,75.81,B
2059,ost,einfamilienhaus,283.1,1970,,5,2,zweifach,waermepumpe,18.9,3275,0.206,1,2.84,0.95,1,28017,98.95,B
2060,nord,einfamilienhaus,123.1,1974,,1,2,alt,gas,19.8,3288,0.177,1,0.94,0.0,0,13826,112.33,C
2061,nord,einfamilienhaus,126.8,2012,2025.0,2,2,zweifach,oel,19.3,3131,0.228,1,0.98,5.58,1,12491,98.51,B
2062,ost,mehrfamilienhaus,106.5,1968,1978.0,2,1,zweifach,oel,21.8,2579,0.211,1,0.84,0.0,1,10430,97.95,B
2063,nord,mehrfamilienhaus,241.1,1970,,2,2,zweifach,fernwaerme,21.4,3141,0.129,1,0.94,5.91,1,19940,82.72,B
2064,nord,einfamilienhaus,269.7,2021,2025.0,5,3,alt,gas,20.4,3643,0.202,0,0.94,9.46,1,27434,101.74,C
2065,west,einfamilienhaus,156.1,1999,,3,2,zweifach,fernwaerme,20.8,3541,0.103,0,0.94,0.0,0,16544,106.02,C
2066,ost,einfamilienhaus,270.5,1964,1996.0,5,1,zweifach,pellet,20.4,2829,0.202,0,0.92,5.53,1,24538,90.73,B
2067,west,einfamilienhaus,202.4,2015,,3,3,alt,gas,21.5,2493,0.166,1,0.79,3.49,1,19132,94.53,B
2068,nord,einfamilienhaus,103.7,1963,1988.0,2,1,dreifach,gas,21.1,3674,0.188,0,0.84,0.75,1,9248,89.15,B
2069,west,einfamilienhaus,314.4,1962,,7,2,zweifach,gas,21.3,3124,0.196,0,0.9,10.8,0,29741,94.6,B
2070,west,buero,106.0,1983,2019.0,1,2,dreifach,gas,20.3,2629,0.194,0,0.94,0.0,1,7610,71.79,B
2071,west,mehrfamilienhaus,161.1,2001,2003.0,2,3,zweifach,pellet,19.7,2011,,0,0.97,0.0,0,9514,59.05,B
2072,sued,einfamilienhaus,156.3,1964,1982.0,3,2,dreifach,pellet,21.3,2613,0.182,0,0.91,6.89,1,9846,63.01,B
2073,sued,einfamilienhaus,144.1,2006,2021.0,3,3,zweifach,gas,22.4,2788,0.189,0,0.86,2.04,0,7314,50.74,B
2074,ost,einfamilienhaus,70.1,1961,,2,2,dreifach,waermepumpe,21.8,2697,0.246,0,2.9,6.89,0,3624,51.72,B
2075,ost,einfamilienhaus,399.3,2008,2025.0,8,3,dreifach,gas,22.4,3342,0.275,0,0.79,0.0,0,27240,68.22,B
2076,west,einfamilienhaus,73.9,1957,1966.0,2,1,zweifach,fernwaerme,20.7,2816,0.179,0,0.9,0.0,1,7820,105.83,C
2077,nord,schule,323.6,1984,2007.0,7,2,zweifach,waermepumpe,19.7,3354,0.154,0,3.36,9.01,1,27420,84.74,B
2078,nord,mehrfamilienhaus,115.3,1998,2006.0,2,3,zweifach,gas,19.4,4181,0.157,0,0.81,0.0,0,8211,71.19,B
2079,west,einfamilienhaus,132.2,1969,2005.0,1,1,dreifach,fernwaerme,22.2,3141,0.203,1,0.86,7.12,1,8177,61.84,B
2080,nord,einfamilienhaus,308.8,1995,2024.0,5,1,dreifach,fernwaerme,18.3,3310,0.17,1,0.89,0.0,0,27151,87.93,B
2081,sued,mehrfamilienhaus,212.2,2001,2017.0,4,3,dreifach,gas,22.3,2917,0.093,0,0.8,0.0,0,12389,58.38,B
2082,nord,schule,90.4,1998,2001.0,2,2,alt,pellet,20.0,3584,0.236,0,0.77,4.91,0,10166,112.43,C
2083,ost,einfamilienhaus,89.6,1979,1985.0,2,1,alt,gas,22.8,3291,0.221,0,0.92,12.48,0,9837,109.75,C
2084,ost,buero,198.3,2007,2016.0,3,3,alt,gas,20.4,2749,0.237,1,0.96,,0,18124,91.41,B
2085,sued,einfamilienhaus,105.2,2004,2020.0,1,3,dreifach,pellet,21.4,2806,0.247,0,0.84,0.0,0,7599,72.22,B
2086,west,mehrfamilienhaus,216.8,1974,2009.0,3,1,zweifach,oel,23.4,2866,0.19,0,0.8,0.0,0,21067,97.19,B
2087,west,einfamilienhaus,226.8,2005,,5,3,dreifach,oel,,3001,0.193,0,0.81,0.0,0,18159,80.05,B
2088,nord,mehrfamilienhaus,120.7,2018,2025.0,3,1,zweifach,gas,20.1,3989,0.23,1,0.94,0.0,0,12208,101.14,C
2089,ost,einfamilienhaus,135.4,2011,2024.0,1,2,zweifach,gas,19.7,3316,0.119,0,0.84,0.0,1,13765,101.68,C
2090,west,mehrfamilienhaus,201.2,2004,,4,3,zweifach,gas,19.3,3072,0.162,0,0.91,0.0,0,15490,76.99,B
2091,nord,mehrfamilienhaus,118.4,2007,2025.0,1,2,zweifach,oel,20.1,3786,0.177,0,0.8,7.37,0,12054,101.82,C
2092,nord,mehrfamilienhaus,178.9,2010,,4,3,dreifach,fernwaerme,19.8,3416,0.226,1,0.95,0.0,0,14559,81.36,B
2093,sued,mehrfamilienhaus,456.6,1971,,7,2,zweifach,oel,19.0,2377,0.153,0,0.84,5.02,1,41604,91.11,B
2094,west,einfamilienhaus,205.5,2004,2024.0,5,1,zweifach,waermepumpe,,3682,0.144,0,3.32,0.0,1,19066,92.76,B
2095,ost,mehrfamilienhaus,145.0,1964,1977.0,2,1,alt,waermepumpe,21.0,3045,,0,3.17,0.0,0,12884,88.83,B
2096,nord,einfamilienhaus,418.9,1976,2010.0,7,2,dreifach,gas,19.4,2560,0.203,0,0.89,0.0,1,24484,58.45,B
2097,west,mehrfamilienhaus,249.0,2020,,5,4,zweifach,pellet,20.3,2540,0.177,0,0.9,0.0,1,14483,58.17,B
2098,west,einfamilienhaus,106.3,1971,1998.0,1,1,zweifach,waermepumpe,22.2,3495,0.107,0,3.16,4.73,1,9761,91.82,B
2099,sued,einfamilienhaus,115.1,2013,,2,2,zweifach,pellet,18.8,2396,0.117,0,0.94,0.0,0,7679,66.73,B
2100,sued,einfamilienhaus,77.4,1981,1981.0,1,1,alt,waermepumpe,22.8,3422,0.187,1,3.53,0.0,1,10845,140.1,C
2101,west,halle,199.5,1965,,3,1,zweifach,gas,17.7,3128,0.188,0,0.92,0.0,0,27702,138.83,C
2102,sued,mehrfamilienhaus,65.2,1957,1965.0,1,2,alt,gas,20.7,3200,0.181,0,,0.0,0,6187,94.9,B
2103,west,einfamilienhaus,418.6,1991,,8,2,zweifach,waermepumpe,22.0,3010,0.156,1,3.43,0.0,1,46663,111.47,C
2104,ost,mehrfamilienhaus,152.9,1983,,2,1,dreifach,fernwaerme,22.4,3283,0.219,0,0.96,0.0,0,11478,75.08,B
2105,nord,einfamilienhaus,256.1,1988,1993.0,5,2,zweifach,waermepumpe,21.1,3461,0.198,0,3.06,3.25,1,26075,101.83,C
2106,west,einfamilienhaus,146.7,1953,1981.0,3,1,dreifach,waermepumpe,19.7,3087,,0,2.95,0.0,0,11996,81.76,B
2107,sued,einfamilienhaus,198.0,1970,1989.0,2,1,zweifach,gas,19.6,2577,0.199,0,0.91,0.0,0,18836,95.15,B
2108,ost,buero,162.1,1950,1970.0,3,1,zweifach,oel,19.8,3225,0.26,0,1.05,0.0,0,18816,116.07,C
2109,sued,schule,176.6,1972,1991.0,1,1,alt,pellet,23.2,2314,0.129,0,0.93,0.0,1,21033,119.09,C
2110,west,schule,293.0,2019,,6,3,dreifach,gas,20.4,3426,0.159,0,0.82,4.17,0,28507,97.31,B
2111,ost,einfamilienhaus,359.3,1961,1999.0,5,1,zweifach,waermepumpe,20.9,3169,0.163,1,3.34,,0,34620,96.37,B
2112,west,einfamilienhaus,346.0,2001,2021.0,6,2,dreifach,pellet,19.2,3262,0.243,0,0.9,0.0,1,20301,58.68,B
2113,nord,buero,627.7,1950,1956.0,8,1,zweifach,gas,19.1,2434,0.161,0,0.99,0.0,0,64585,102.89,C
2114,sued,einfamilienhaus,124.1,1992,2005.0,2,2,alt,gas,20.5,2556,0.14,0,0.82,4.97,0,9950,80.16,B
2115,west,mehrfamilienhaus,206.7,2019,2025.0,5,3,zweifach,fernwaerme,20.1,2923,0.175,1,0.87,0.0,1,15159,73.33,B
2116,west,halle,125.4,1975,1979.0,1,3,zweifach,waermepumpe,18.2,3336,0.185,0,3.26,0.0,0,9625,76.75,B
